"#","DISC","Description","Publish Date","Applied Date","Attactment","View Details"
"35","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","02 March, 2025 19:03 PM","Attachments","View Submission"
"36","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","03 March, 2025 13:35 PM","Attachments","View Submission"
"37","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","03 March, 2025 13:38 PM","Attachments","View Submission"
"38","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","03 March, 2025 13:41 PM","Attachments","View Submission"
"39","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","03 March, 2025 16:48 PM","Attachments","View Submission"
"40","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","03 March, 2025 20:40 PM","Attachments","View Submission"
"41","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","03 March, 2025 20:42 PM","Attachments","View Submission"
"42","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","04 March, 2025 19:23 PM","Attachments","View Submission"
"43","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","04 March, 2025 19:28 PM","Attachments","View Submission"
"44","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","04 March, 2025 19:30 PM","Attachments","View Submission"
"45","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","04 March, 2025 19:35 PM","Attachments","View Submission"
"46","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","04 March, 2025 19:37 PM","Attachments","View Submission"
"47","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","04 March, 2025 19:40 PM","Attachments","View Submission"
"48","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","04 March, 2025 19:42 PM","Attachments","View Submission"
"49","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","04 March, 2025 19:46 PM","Attachments","View Submission"
"50","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","04 March, 2025 19:49 PM","Attachments","View Submission"
"51","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","05 March, 2025 20:20 PM","Attachments","View Submission"
"52","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","05 March, 2025 20:22 PM","Attachments","View Submission"
"53","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","05 March, 2025 20:24 PM","Attachments","View Submission"
"54","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","05 March, 2025 20:30 PM","Attachments","View Submission"
"55","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","05 March, 2025 20:32 PM","Attachments","View Submission"
"56","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","06 March, 2025 13:36 PM","Attachments","View Submission"
"57","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","06 March, 2025 13:37 PM","Attachments","View Submission"
"58","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","06 March, 2025 13:39 PM","Attachments","View Submission"
"59","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","06 March, 2025 13:40 PM","Attachments","View Submission"
"60","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","06 March, 2025 23:43 PM","Attachments","View Submission"
"61","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","07 March, 2025 16:55 PM","Attachments","View Submission"
"62","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","07 March, 2025 16:57 PM","Attachments","View Submission"
"63","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","07 March, 2025 16:59 PM","Attachments","View Submission"
"64","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","09 March, 2025 12:53 PM","Attachments","View Submission"
"65","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","10 March, 2025 18:46 PM","Attachments","View Submission"
"66","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","10 March, 2025 18:49 PM","Attachments","View Submission"
